"study","variable","dataset","concept","lid_item_id","is_key","lid_ref_varname","lid_ref_recname","lid_ref_year","description","description_long","boost"
"soep-long","INTID","PL","_intid",6463,"","INTID","BBP",2011,"The variable is available for 27 years, ranging from 1985 to 2011.","#### 1985
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1986
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1987
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1988
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1989
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1990
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID INTID 

#### 1991
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1992
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1993
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1994
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1995
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1996
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1997
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1998
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 1999
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2000
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2001
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2002
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2003
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2004
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2005
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2006
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2007
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2008
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2009
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2010
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID

#### 2011
* Var with original data within SOEPlong: PINTNR
* SOEPcore: INTID
",0.93
"soep-long","PNR","PL","pnr",79,"","BCPNR","BCP",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: ABEFRPER

#### 1985
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: BBEFRPER

#### 1986
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: CBEFRPER

#### 1987
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: DBEFRPER

#### 1988
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: EBEFRPER

#### 1989
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: FBEFRPER

#### 1990
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: GBEFRPER GBEFRPER 

#### 1991
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: HBEFRPER

#### 1992
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: IBEFRPER

#### 1993
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: JBEFRPER

#### 1994
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: KBEFRPER

#### 1995
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: LBEFRPER

#### 1996
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: MBEFRPER

#### 1997
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: NBEFRPER

#### 1998
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: OBEFRPER

#### 1999
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: PBEFRPER

#### 2000
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: QBEFRPER

#### 2001
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: RBEFRPER

#### 2002
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: SBEFRPER

#### 2003
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: TBEFRPER

#### 2004
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: UBEFRPER

#### 2005
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: VBEFRPER

#### 2006
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: WBEFRPER

#### 2007
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: XAUSKU

#### 2008
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: YPNR

#### 2009
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: ZPNR

#### 2010
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: BAPNR

#### 2011
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: BBPNR

#### 2012
* Var with original data within SOEPlong: BEFRPER
* SOEPcore: BCPNR
",1
"soep-long","SAMPLE1","PL","stichu",1696,"","SAMPLE1","BCP",2012,"The variable is available for 22 years, ranging from 1984 to 2012.","#### 1984
* SOEPcore: SAMPLE1 SAMPLE1 

#### 1985
* SOEPcore: SAMPLE1 SAMPLE1 

#### 1987
* SOEPcore: SAMPLE1 SAMPLE1 

#### 1990
* SOEPcore: SAMPLE1 SAMPLE1 

#### 1991
* SOEPcore: SAMPLE1 SAMPLE1 

#### 1992
* SOEPcore: SAMPLE1 SAMPLE1 

#### 1994
* SOEPcore: SAMPLE1 NOT!_SAMPLE11994 

#### 1995
* SOEPcore: SAMPLE1 NOT!_SAMPLE11995 

#### 1998
* SOEPcore: SAMPLE1

#### 1999
* SOEPcore: SAMPLE1

#### 2000
* SOEPcore: SAMPLE1

#### 2001
* SOEPcore: SAMPLE1

#### 2002
* SOEPcore: SAMPLE1

#### 2003
* SOEPcore: SAMPLE1

#### 2004
* SOEPcore: SAMPLE1

#### 2005
* SOEPcore: SAMPLE1

#### 2006
* SOEPcore: SAMPLE1

#### 2007
* SOEPcore: SAMPLE1

#### 2008
* SOEPcore: SAMPLE1

#### 2009
* SOEPcore: SAMPLE1

#### 2010
* SOEPcore: SAMPLE1

#### 2011
* SOEPcore: SAMPLE1

#### 2012
* SOEPcore: SAMPLE1
",0.76
"soep-long","WELLE","PL","jahr",3688,"","WELLE","BCP",2012,"This variable is available for all years.","#### 1984
* SOEPcore: WELLE WELLE 

#### 1985
* SOEPcore: WELLE WELLE 

#### 1986
* SOEPcore: WELLE WELLE 

#### 1987
* SOEPcore: WELLE WELLE 

#### 1988
* SOEPcore: WELLE WELLE 

#### 1989
* SOEPcore: WELLE WELLE 

#### 1990
* SOEPcore: WELLE WELLE WELLE  

#### 1991
* SOEPcore: WELLE WELLE 

#### 1992
* SOEPcore: WELLE WELLE 

#### 1993
* SOEPcore: WELLE WELLE 

#### 1994
* SOEPcore: WELLE WELLE 

#### 1995
* SOEPcore: WELLE

#### 1996
* SOEPcore: WELLE

#### 1997
* SOEPcore: WELLE

#### 1998
* SOEPcore: WELLE

#### 1999
* SOEPcore: WELLE

#### 2000
* SOEPcore: WELLE

#### 2001
* SOEPcore: WELLE

#### 2002
* SOEPcore: WELLE

#### 2003
* SOEPcore: WELLE

#### 2004
* SOEPcore: WELLE

#### 2005
* SOEPcore: WELLE

#### 2006
* SOEPcore: WELLE

#### 2007
* SOEPcore: WELLE

#### 2008
* SOEPcore: WELLE

#### 2009
* SOEPcore: WELLE

#### 2010
* SOEPcore: WELLE

#### 2011
* SOEPcore: WELLE

#### 2012
* SOEPcore: WELLE
",1
"soep-long","HPMAX","PL","hpmax",3105,"","BCHPMAX","BCP",2012,"The variable is available for 4 years, ranging from 2009 to 2012.","#### 2009
* SOEPcore: ZHPMAX

#### 2010
* SOEPcore: BAHPMAX

#### 2011
* SOEPcore: BBHPMAX

#### 2012
* SOEPcore: BCHPMAX
",0.14
"soep-long","IYEAR","PL","iyear",,"","","",,"","",0.5
"soep-long","PMONIN","PL","pdatm",629,"","BCPMONIN","BCP",2012,"The variable is available for 28 years, ranging from 1985 to 2012.","#### 1985
* SOEPcore: BPMONIN

#### 1986
* SOEPcore: CPMONIN

#### 1987
* SOEPcore: DPMONIN

#### 1988
* SOEPcore: EPMONIN

#### 1989
* SOEPcore: FPMONIN

#### 1990
* SOEPcore: GPMONIN GPMONIN 

#### 1991
* SOEPcore: HPMONIN

#### 1992
* SOEPcore: IPMONIN

#### 1993
* SOEPcore: JPMONIN

#### 1994
* SOEPcore: KPMONIN

#### 1995
* SOEPcore: LPMONIN

#### 1996
* SOEPcore: MPMONIN

#### 1997
* SOEPcore: NPMONIN

#### 1998
* SOEPcore: OPMONIN

#### 1999
* SOEPcore: PPMONIN

#### 2000
* SOEPcore: QPMONIN

#### 2001
* SOEPcore: RPMONIN

#### 2002
* SOEPcore: SPMONIN

#### 2003
* SOEPcore: TPMONIN

#### 2004
* SOEPcore: UPMONIN

#### 2005
* SOEPcore: VPMONIN

#### 2006
* SOEPcore: WPMONIN

#### 2007
* SOEPcore: XPMONIN

#### 2008
* SOEPcore: YPMONIN

#### 2009
* SOEPcore: ZPMONIN

#### 2010
* SOEPcore: BAPMONIN

#### 2011
* SOEPcore: BBPMONIN

#### 2012
* SOEPcore: BCPMONIN
",0.97
"soep-long","PTAGIN","PL","pdatt",628,"","BCPTAGIN","BCP",2012,"The variable is available for 28 years, ranging from 1985 to 2012.","#### 1985
* SOEPcore: BPTAGIN

#### 1986
* SOEPcore: CPTAGIN

#### 1987
* SOEPcore: DPTAGIN

#### 1988
* SOEPcore: EPTAGIN

#### 1989
* SOEPcore: FPTAGIN

#### 1990
* SOEPcore: GPTAGIN GPTAGIN 

#### 1991
* SOEPcore: HPTAGIN

#### 1992
* SOEPcore: IPTAGIN

#### 1993
* SOEPcore: JPTAGIN

#### 1994
* SOEPcore: KPTAGIN

#### 1995
* SOEPcore: LPTAGIN

#### 1996
* SOEPcore: MPTAGIN

#### 1997
* SOEPcore: NPTAGIN

#### 1998
* SOEPcore: OPTAGIN

#### 1999
* SOEPcore: PPTAGIN

#### 2000
* SOEPcore: QPTAGIN

#### 2001
* SOEPcore: RPTAGIN

#### 2002
* SOEPcore: SPTAGIN

#### 2003
* SOEPcore: TPTAGIN

#### 2004
* SOEPcore: UPTAGIN

#### 2005
* SOEPcore: VPTAGIN

#### 2006
* SOEPcore: WPTAGIN

#### 2007
* SOEPcore: XPTAGIN

#### 2008
* SOEPcore: YPTAGIN

#### 2009
* SOEPcore: ZPTAGIN

#### 2010
* SOEPcore: BAPTAGIN

#### 2011
* SOEPcore: BBPTAGIN

#### 2012
* SOEPcore: BCPTAGIN
",0.97
"soep-long","PDAUER1","PL","pdauer1",626,"","BCPDAUER1","BCP",2012,"This variable is available for all years.","#### 1984
* SOEPcore: APINDA1

#### 1985
* SOEPcore: BPINDA1

#### 1986
* SOEPcore: CPINDA1

#### 1987
* SOEPcore: DPINDA1

#### 1988
* SOEPcore: EPINDA1

#### 1989
* SOEPcore: FPINDA1

#### 1990
* SOEPcore: GPINDA1 GPINDA1 

#### 1991
* SOEPcore: HPINDA1

#### 1992
* SOEPcore: IPINDA1

#### 1993
* SOEPcore: JPINDA1

#### 1994
* SOEPcore: KPINDA1

#### 1995
* SOEPcore: LPINDA1

#### 1996
* SOEPcore: MPINDA1

#### 1997
* SOEPcore: NPINDA1

#### 1998
* SOEPcore: OPINDA1

#### 1999
* SOEPcore: PPDAUER1

#### 2000
* SOEPcore: QPDAUER1

#### 2001
* SOEPcore: RPDAUER1

#### 2002
* SOEPcore: SPDAUER1

#### 2003
* SOEPcore: TPDAUER1

#### 2004
* SOEPcore: UPDAUER1

#### 2005
* SOEPcore: VPDAUER1

#### 2006
* SOEPcore: WPDAUER1

#### 2007
* SOEPcore: XPDAUER1

#### 2008
* SOEPcore: YPDAUER1

#### 2009
* SOEPcore: ZPDAUER1

#### 2010
* SOEPcore: BAPDAUER1

#### 2011
* SOEPcore: BBPDAUER1

#### 2012
* SOEPcore: BCPDAUER1
",1
"soep-long","PDAUER2","PL","pdauer2",627,"","BCPDAUER2","BCP",2012,"This variable is available for all years.","#### 1984
* SOEPcore: APINDA2

#### 1985
* SOEPcore: BPINDA2

#### 1986
* SOEPcore: CPINDA2

#### 1987
* SOEPcore: DPINDA2

#### 1988
* SOEPcore: EPINDA2

#### 1989
* SOEPcore: FPINDA2

#### 1990
* SOEPcore: GPINDA2

#### 1991
* SOEPcore: HPINDA2

#### 1992
* SOEPcore: IPINDA2

#### 1993
* SOEPcore: JPINDA2

#### 1994
* SOEPcore: KPINDA2

#### 1995
* SOEPcore: LPINDA2

#### 1996
* SOEPcore: MPINDA2

#### 1997
* SOEPcore: NPINDA2

#### 1998
* SOEPcore: OPINDA2

#### 1999
* SOEPcore: PPDAUER2

#### 2000
* SOEPcore: QPDAUER2

#### 2001
* SOEPcore: RPDAUER2

#### 2002
* SOEPcore: SPDAUER2

#### 2003
* SOEPcore: TPDAUER2

#### 2004
* SOEPcore: UPDAUER2

#### 2005
* SOEPcore: VPDAUER2

#### 2006
* SOEPcore: WPDAUER2

#### 2007
* SOEPcore: XPDAUER2

#### 2008
* SOEPcore: YPDAUER2

#### 2009
* SOEPcore: ZPDAUER2

#### 2010
* SOEPcore: BAPDAUER2

#### 2011
* SOEPcore: BBPDAUER2

#### 2012
* SOEPcore: BCPDAUER2
",1
"soep-long","PINTA","PL","pform",625,"","BCPINTA","BCP",2012,"This variable is available for all years. But to harmonize this variable over time 1 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: 
 * Recode:   REC (1=1)(2=3)(3=4)(4 5=5) IF FPOP<3
* SOEPcore: 

#### 1985
* SOEPcore: BPINTA

#### 1986
* SOEPcore: CPINTA CPINTA 

#### 1987
* SOEPcore: DPINTA DPINTA 

#### 1988
* SOEPcore: EPINTA EPINTA 

#### 1989
* SOEPcore: FPINTA FPINTA 

#### 1990
* SOEPcore: GPINTA GPINTA 

#### 1991
* SOEPcore: HPINTA HPINTA 

#### 1992
* SOEPcore: IPINTA IPINTA 

#### 1993
* SOEPcore: JPINTA JPINTA 

#### 1994
* SOEPcore: KPINTA KPINTA 

#### 1995
* SOEPcore: LPINTA LPINTA 

#### 1996
* SOEPcore: MPINTA

#### 1997
* SOEPcore: NPINTA

#### 1998
* SOEPcore: OPINTA

#### 1999
* SOEPcore: PPINTA

#### 2000
* SOEPcore: QPINTA

#### 2001
* SOEPcore: RPINTA

#### 2002
* SOEPcore: SPINTA

#### 2003
* SOEPcore: TPINTA

#### 2004
* SOEPcore: UPINTA

#### 2005
* SOEPcore: VPINTA

#### 2006
* SOEPcore: WPINTA

#### 2007
* SOEPcore: XPINTA

#### 2008
* SOEPcore: YPINTA

#### 2009
* SOEPcore: ZPINTA

#### 2010
* SOEPcore: BAPINTA

#### 2011
* SOEPcore: BBPINTA

#### 2012
* SOEPcore: BCPINTA
",1
"soep-long","P_IS88","PL","_634_p_oap",634,"","BCP28_IS88","BCP",2012,"This variable is available for all years.","#### 1984
* SOEPcore: AP24_IS88

#### 1985
* SOEPcore: BP30_IS88

#### 1986
* SOEPcore: CP30_IS88

#### 1987
* SOEPcore: DP28_IS88

#### 1988
* SOEPcore: EP28_IS88

#### 1989
* SOEPcore: FP28_IS88

#### 1990
* SOEPcore: GP24_IS88 GP31_IS88 

#### 1991
* SOEPcore: HP33_IS88

#### 1992
* SOEPcore: IP33_IS88

#### 1993
* SOEPcore: JP33_IS88

#### 1994
* SOEPcore: KP45_IS88

#### 1995
* SOEPcore: LP36_IS88

#### 1996
* SOEPcore: MP34_IS88

#### 1997
* SOEPcore: NP28_IS88

#### 1998
* SOEPcore: OP28_IS88

#### 1999
* SOEPcore: PP29_IS88

#### 2000
* SOEPcore: QP27_IS88

#### 2001
* SOEPcore: RP30_IS88

#### 2002
* SOEPcore: SP30_IS88

#### 2003
* SOEPcore: TP56_IS88

#### 2004
* SOEPcore: UP27_IS88

#### 2005
* SOEPcore: VP32_IS88

#### 2006
* SOEPcore: WP25_IS88

#### 2007
* SOEPcore: XP36_IS88

#### 2008
* SOEPcore: YP35_IS88

#### 2009
* SOEPcore: ZP29_IS88

#### 2010
* SOEPcore: BAP27_IS88

#### 2011
* SOEPcore: BBP28_IS88

#### 2012
* SOEPcore: BCP28_IS88
",1
"soep-long","P_IS88N","PL","_650_p_sef",632,"","BCP63_IS88N","BCP",2012,"The variable is available for 22 years, ranging from 1991 to 2012.","#### 1991
* SOEPcore: HP03_IS88N

#### 1992
* SOEPcore: IP03_IS88N

#### 1993
* SOEPcore: JP04_IS88N

#### 1994
* SOEPcore: KP10_IS88N

#### 1995
* SOEPcore: LP04_IS88N

#### 1996
* SOEPcore: MP56_IS88N

#### 1997
* SOEPcore: NP56_IS88N

#### 1998
* SOEPcore: OP47A_IS88N

#### 1999
* SOEPcore: PP62_IS88N

#### 2000
* SOEPcore: QP58_IS88N

#### 2001
* SOEPcore: RP60_IS88N

#### 2002
* SOEPcore: SP60_IS88N

#### 2003
* SOEPcore: TP78_IS88N

#### 2004
* SOEPcore: UP61_IS88N

#### 2005
* SOEPcore: VP73_IS88N

#### 2006
* SOEPcore: WP64_IS88N

#### 2007
* SOEPcore: XP75_IS88N

#### 2008
* SOEPcore: YP72_IS88N

#### 2009
* SOEPcore: ZP74_IS88N

#### 2010
* SOEPcore: BAP65_IS88N

#### 2011
* SOEPcore: BBP75_IS88N

#### 2012
* SOEPcore: BCP63_IS88N
",0.76
"soep-long","P_KLAS","PL","_633_p_oap",633,"","BCP28_KLAS","BCP",2012,"This variable is available for all years.","#### 1984
* SOEPcore: AP24_KLAS

#### 1985
* SOEPcore: BP30_KLAS

#### 1986
* SOEPcore: CP30_KLAS

#### 1987
* SOEPcore: DP28_KLAS

#### 1988
* SOEPcore: EP28_KLAS

#### 1989
* SOEPcore: FP28_KLAS

#### 1990
* SOEPcore: GP24_KLAS GP31_KLAS 

#### 1991
* SOEPcore: HP33_KLAS

#### 1992
* SOEPcore: IP33_KLAS

#### 1993
* SOEPcore: JP33_KLAS

#### 1994
* SOEPcore: KP45_KLAS

#### 1995
* SOEPcore: LP36_KLAS

#### 1996
* SOEPcore: MP34_KLAS

#### 1997
* SOEPcore: NP28_KLAS

#### 1998
* SOEPcore: OP28_KLAS

#### 1999
* SOEPcore: PP29_KLAS

#### 2000
* SOEPcore: QP27_KLAS

#### 2001
* SOEPcore: RP30_KLAS

#### 2002
* SOEPcore: SP30_KLAS

#### 2003
* SOEPcore: TP56_KLAS

#### 2004
* SOEPcore: UP27_KLAS

#### 2005
* SOEPcore: VP32_KLAS

#### 2006
* SOEPcore: WP25_KLAS

#### 2007
* SOEPcore: XP36_KLAS

#### 2008
* SOEPcore: YP35_KLAS

#### 2009
* SOEPcore: ZP29_KLAS

#### 2010
* SOEPcore: BAP27_KLAS

#### 2011
* SOEPcore: BBP28_KLAS

#### 2012
* SOEPcore: BCP28_KLAS
",1
"soep-long","P_KLASN","PL","_631_p_oap",631,"","BCP63_KLASN","BCP",2012,"The variable is available for 22 years, ranging from 1991 to 2012.","#### 1991
* SOEPcore: HP03_KLASN

#### 1992
* SOEPcore: IP03_KLASN

#### 1993
* SOEPcore: JP04_KLASN

#### 1994
* SOEPcore: KP10_KLASN

#### 1995
* SOEPcore: LP04_KLASN

#### 1996
* SOEPcore: MP56_KLASN

#### 1997
* SOEPcore: NP56_KLASN

#### 1998
* SOEPcore: OP47A_KLASN

#### 1999
* SOEPcore: PP62_KLASN

#### 2000
* SOEPcore: QP58_KLASN

#### 2001
* SOEPcore: RP60_KLASN

#### 2002
* SOEPcore: SP60_KLASN

#### 2003
* SOEPcore: TP78_KLASN

#### 2004
* SOEPcore: UP61_KLASN

#### 2005
* SOEPcore: VP73_KLASN

#### 2006
* SOEPcore: WP64_KLASN

#### 2007
* SOEPcore: XP75_KLASN

#### 2008
* SOEPcore: YP72_KLASN

#### 2009
* SOEPcore: ZP74_KLASN

#### 2010
* SOEPcore: BAP65_KLASN

#### 2011
* SOEPcore: BBP75_KLASN

#### 2012
* SOEPcore: BCP63_KLASN
",0.76
"soep-long","P_NACE","PL","_1293_p_jcl",653,"","BCP33_NACE","BCP",2012,"This variable is available for all years.","#### 1984
* SOEPcore: AP26_NACE

#### 1985
* SOEPcore: BP33_NACE

#### 1986
* SOEPcore: CP33_NACE

#### 1987
* SOEPcore: DP31_NACE

#### 1988
* SOEPcore: EP31_NACE

#### 1989
* SOEPcore: FP31_NACE

#### 1990
* SOEPcore: GP26_NACE GP34_NACE 

#### 1991
* SOEPcore: HP36_NACE

#### 1992
* SOEPcore: IP36_NACE

#### 1993
* SOEPcore: JP36_NACE

#### 1994
* SOEPcore: KP48_NACE

#### 1995
* SOEPcore: LP39_NACE

#### 1996
* SOEPcore: MP37_NACE

#### 1997
* SOEPcore: NP31_NACE

#### 1998
* SOEPcore: OP31_NACE

#### 1999
* SOEPcore: PP34_NACE

#### 2000
* SOEPcore: QP32_NACE

#### 2001
* SOEPcore: RP35_NACE

#### 2002
* SOEPcore: SP35_NACE

#### 2003
* SOEPcore: TP61_NACE

#### 2004
* SOEPcore: UP32_NACE

#### 2005
* SOEPcore: VP37_NACE

#### 2006
* SOEPcore: WP30_NACE

#### 2007
* SOEPcore: XP41_NACE

#### 2008
* SOEPcore: YP40_NACE

#### 2009
* SOEPcore: ZP34_NACE

#### 2010
* SOEPcore: BAP32_NACE

#### 2011
* SOEPcore: BBP33_NACE

#### 2012
* SOEPcore: BCP33_NACE
",1
"soep-long","P_DEGREE","PL","pab6nr",344,"","BCP7203_DEGREE","BCP",2012,"The variable is available for 3 years, ranging from 2010 to 2012.","#### 2010
* SOEPcore: BAP7403_DEGREE

#### 2011
* SOEPcore: BBP8403_DEGREE

#### 2012
* SOEPcore: BCP7203_DEGREE
",0.1
"soep-long","P_FIELD","PL","pab6nr2",345,"","BCP7204_FIELD","BCP",2012,"The variable is available for 3 years, ranging from 2010 to 2012.","#### 2010
* SOEPcore: BAP7404_FIELD

#### 2011
* SOEPcore: BBP8404_FIELD

#### 2012
* SOEPcore: BCP7204_FIELD
",0.1
"soep-long","P_TRAIN","PL","pab7nr",346,"","BCP7205_TRAIN","BCP",2012,"The variable is available for 3 years, ranging from 2010 to 2012.","#### 2010
* SOEPcore: BAP7405_TRAIN

#### 2011
* SOEPcore: BBP8405_TRAIN

#### 2012
* SOEPcore: BCP7205_TRAIN
",0.1
"soep-long","PLH0171","PL","pzuf01",80,"","BCP0101","BCP",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: P0080
* SOEPcore: AP0301

#### 1985
* Var with original data within SOEPlong: P0080
* SOEPcore: BP0101

#### 1986
* Var with original data within SOEPlong: P0080
* SOEPcore: CP0101

#### 1987
* Var with original data within SOEPlong: P0080
* SOEPcore: DP0101

#### 1988
* Var with original data within SOEPlong: P0080
* SOEPcore: EP0101

#### 1989
* Var with original data within SOEPlong: P0080
* SOEPcore: FP0101

#### 1990
* Var with original data within SOEPlong: P0080
* SOEPcore: GP5501E GP0101 

#### 1991
* Var with original data within SOEPlong: P0080
* SOEPcore: HP1001

#### 1992
* Var with original data within SOEPlong: P0080
* SOEPcore: IP9801

#### 1993
* Var with original data within SOEPlong: P0080
* SOEPcore: JP0101

#### 1994
* Var with original data within SOEPlong: P0080
* SOEPcore: KP0101

#### 1995
* Var with original data within SOEPlong: P0080
* SOEPcore: LP0101

#### 1996
* Var with original data within SOEPlong: P0080
* SOEPcore: MP0101

#### 1997
* Var with original data within SOEPlong: P0080
* SOEPcore: NP0101

#### 1998
* Var with original data within SOEPlong: P0080
* SOEPcore: OP0101

#### 1999
* Var with original data within SOEPlong: P0080
* SOEPcore: PP0101

#### 2000
* Var with original data within SOEPlong: P0080
* SOEPcore: QP0101

#### 2001
* Var with original data within SOEPlong: P0080
* SOEPcore: RP0101

#### 2002
* Var with original data within SOEPlong: P0080
* SOEPcore: SP0101

#### 2003
* Var with original data within SOEPlong: P0080
* SOEPcore: TP0101

#### 2004
* Var with original data within SOEPlong: P0080
* SOEPcore: UP0101

#### 2005
* Var with original data within SOEPlong: P0080
* SOEPcore: VP0101

#### 2006
* Var with original data within SOEPlong: P0080
* SOEPcore: WP0101

#### 2007
* Var with original data within SOEPlong: P0080
* SOEPcore: XP0101

#### 2008
* Var with original data within SOEPlong: P0080
* SOEPcore: YP0101

#### 2009
* Var with original data within SOEPlong: P0080
* SOEPcore: ZP0101

#### 2010
* Var with original data within SOEPlong: P0080
* SOEPcore: BAP0101

#### 2011
* Var with original data within SOEPlong: P0080
* SOEPcore: BBP0101

#### 2012
* Var with original data within SOEPlong: P0080
* SOEPcore: BCP0101
",1
"soep-long","PLH0173","PL","pzuf02",81,"","BCP0103","BCP",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: P0081
* SOEPcore: AP0304

#### 1985
* Var with original data within SOEPlong: P0081
* SOEPcore: BP0104

#### 1986
* Var with original data within SOEPlong: P0081
* SOEPcore: CP0104

#### 1987
* Var with original data within SOEPlong: P0081
* SOEPcore: DP0105

#### 1988
* Var with original data within SOEPlong: P0081
* SOEPcore: EP0104

#### 1989
* Var with original data within SOEPlong: P0081
* SOEPcore: FP0105

#### 1990
* Var with original data within SOEPlong: P0081
* SOEPcore: GP5502E GP0104 

#### 1991
* Var with original data within SOEPlong: P0081
* SOEPcore: HP1002

#### 1992
* Var with original data within SOEPlong: P0081
* SOEPcore: IP9802

#### 1993
* Var with original data within SOEPlong: P0081
* SOEPcore: JP0102

#### 1994
* Var with original data within SOEPlong: P0081
* SOEPcore: KP0102

#### 1995
* Var with original data within SOEPlong: P0081
* SOEPcore: LP0102

#### 1996
* Var with original data within SOEPlong: P0081
* SOEPcore: MP0102

#### 1997
* Var with original data within SOEPlong: P0081
* SOEPcore: NP0102

#### 1998
* Var with original data within SOEPlong: P0081
* SOEPcore: OP0102

#### 1999
* Var with original data within SOEPlong: P0081
* SOEPcore: PP0102

#### 2000
* Var with original data within SOEPlong: P0081
* SOEPcore: QP0102

#### 2001
* Var with original data within SOEPlong: P0081
* SOEPcore: RP0102

#### 2002
* Var with original data within SOEPlong: P0081
* SOEPcore: SP0102

#### 2003
* Var with original data within SOEPlong: P0081
* SOEPcore: TP0102

#### 2004
* Var with original data within SOEPlong: P0081
* SOEPcore: UP0102

#### 2005
* Var with original data within SOEPlong: P0081
* SOEPcore: VP0102

#### 2006
* Var with original data within SOEPlong: P0081
* SOEPcore: WP0102

#### 2007
* Var with original data within SOEPlong: P0081
* SOEPcore: XP0102

#### 2008
* Var with original data within SOEPlong: P0081
* SOEPcore: YP0103

#### 2009
* Var with original data within SOEPlong: P0081
* SOEPcore: ZP0103

#### 2010
* Var with original data within SOEPlong: P0081
* SOEPcore: BAP0103

#### 2011
* Var with original data within SOEPlong: P0081
* SOEPcore: BBP0103

#### 2012
* Var with original data within SOEPlong: P0081
* SOEPcore: BCP0103
",1
